group,position_bp,cluster0_density,cluster1_density,cluster0_total,cluster1_total,n_sequences_in_group
Cancer (SRR),12427,1.1487531631360915e-05,2.1096675920895842e-05,155908167,26023057,236287
Cancer (SRR),12428,1.1500359695717544e-05,2.1096675920895842e-05,155908167,26023057,236287
Cancer (SRR),12429,1.1493945663539229e-05,2.1096675920895842e-05,155908167,26023057,236287
Cancer (SRR),12430,1.1487531631360915e-05,2.1019820999508242e-05,155908167,26023057,236287
Cancer (SRR),12431,1.1513187760074173e-05,2.0942966078120645e-05,155908167,26023057,236287
Cancer (SRR),12432,1.1519601792252487e-05,2.1019820999508242e-05,155908167,26023057,236287
Cancer (SRR),12433,1.1519601792252487e-05,2.0942966078120645e-05,155908167,26023057,236287
Cancer (SRR),12434,1.1532429856609115e-05,2.0981393538814446e-05,155908167,26023057,236287
Cancer (SRR),12435,1.15260158244308e-05,2.0942966078120645e-05,155908167,26023057,236287
Cancer (SRR),12436,1.1513187760074173e-05,2.0981393538814446e-05,155908167,26023057,236287
Cancer (SRR),12437,1.1506773727895858e-05,2.0981393538814446e-05,155908167,26023057,236287
Cancer (SRR),12438,1.1487531631360915e-05,2.0904538617426845e-05,155908167,26023057,236287
Cancer (SRR),12439,1.1493945663539229e-05,2.0904538617426845e-05,155908167,26023057,236287
Cancer (SRR),12440,1.1487531631360915e-05,2.0904538617426845e-05,155908167,26023057,236287
Cancer (SRR),12441,1.1487531631360915e-05,2.0866111156733045e-05,155908167,26023057,236287
Cancer (SRR),12442,1.1487531631360915e-05,2.0866111156733045e-05,155908167,26023057,236287
Cancer (SRR),12443,1.1468289534825973e-05,2.0827683696039245e-05,155908167,26023057,236287
Cancer (SRR),12444,1.1468289534825973e-05,2.075082877465165e-05,155908167,26023057,236287
Cancer (SRR),12445,1.1474703567004287e-05,2.075082877465165e-05,155908167,26023057,236287
Cancer (SRR),12446,1.1468289534825973e-05,2.078925623534545e-05,155908167,26023057,236287
Cancer (SRR),12447,1.1455461470469344e-05,2.075082877465165e-05,155908167,26023057,236287
Cancer (SRR),12448,1.1449047438291029e-05,2.067397385326405e-05,155908167,26023057,236287
Cancer (SRR),12449,1.1429805341756087e-05,2.075082877465165e-05,155908167,26023057,236287
Cancer (SRR),12450,1.1436219373934402e-05,2.075082877465165e-05,155908167,26023057,236287
Cancer (SRR),12451,1.1442633406112714e-05,2.071240131395785e-05,155908167,26023057,236287
Cancer (SRR),12452,1.1436219373934402e-05,2.075082877465165e-05,155908167,26023057,236287
Cancer (SRR),12453,1.1455461470469344e-05,2.075082877465165e-05,155908167,26023057,236287
Cancer (SRR),12454,1.14811175991826e-05,2.075082877465165e-05,155908167,26023057,236287
Cancer (SRR),12455,1.1474703567004287e-05,2.063554639257025e-05,155908167,26023057,236287
Cancer (SRR),12456,1.1461875502647658e-05,2.0597118931876452e-05,155908167,26023057,236287
Cancer (SRR),12457,1.1474703567004287e-05,2.067397385326405e-05,155908167,26023057,236287
Cancer (SRR),12458,1.1513187760074173e-05,2.071240131395785e-05,155908167,26023057,236287
Cancer (SRR),12459,1.15260158244308e-05,2.0597118931876452e-05,155908167,26023057,236287
Cancer (SRR),12460,1.1506773727895858e-05,2.063554639257025e-05,155908167,26023057,236287
Cancer (SRR),12461,1.1506773727895858e-05,2.063554639257025e-05,155908167,26023057,236287
Cancer (SRR),12462,1.1493945663539229e-05,2.0558691471182652e-05,155908167,26023057,236287
Cancer (SRR),12463,1.1493945663539229e-05,2.0520264010488852e-05,155908167,26023057,236287
Cancer (SRR),12464,1.1506773727895858e-05,2.0481836549795052e-05,155908167,26023057,236287
Cancer (SRR),12465,1.1513187760074173e-05,2.0558691471182652e-05,155908167,26023057,236287
Cancer (SRR),12466,1.1500359695717544e-05,2.0558691471182652e-05,155908167,26023057,236287
Cancer (SRR),12467,1.1513187760074173e-05,2.0520264010488852e-05,155908167,26023057,236287
Cancer (SRR),12468,1.1506773727895858e-05,2.0558691471182652e-05,155908167,26023057,236287
Cancer (SRR),12469,1.15260158244308e-05,2.063554639257025e-05,155908167,26023057,236287
Cancer (SRR),12470,1.15260158244308e-05,2.067397385326405e-05,155908167,26023057,236287
Cancer (SRR),12471,1.1519601792252487e-05,2.0597118931876452e-05,155908167,26023057,236287
Cancer (SRR),12472,1.1532429856609115e-05,2.0481836549795052e-05,155908167,26023057,236287
Cancer (SRR),12473,1.1532429856609115e-05,2.0404981628407455e-05,155908167,26023057,236287
Cancer (SRR),12474,1.1532429856609115e-05,2.0366554167713655e-05,155908167,26023057,236287
Cancer (SRR),12475,1.1500359695717544e-05,2.0328126707019855e-05,155908167,26023057,236287
Cancer (SRR),12476,1.1513187760074173e-05,2.0366554167713655e-05,155908167,26023057,236287
Cancer (SRR),12477,1.1493945663539229e-05,2.0366554167713655e-05,155908167,26023057,236287
Cancer (SRR),12478,1.1493945663539229e-05,2.0366554167713655e-05,155908167,26023057,236287
Cancer (SRR),12479,1.14811175991826e-05,2.021284432493846e-05,155908167,26023057,236287
Cancer (SRR),12480,1.1468289534825973e-05,2.025127178563226e-05,155908167,26023057,236287
Cancer (SRR),12481,1.1455461470469344e-05,2.005913448216326e-05,155908167,26023057,236287
Cancer (SRR),12482,1.1410563245221143e-05,2.002070702146946e-05,155908167,26023057,236287
Cancer (SRR),12483,1.1397735180864514e-05,1.994385210008186e-05,155908167,26023057,236287
Cancer (SRR),12484,1.1404149213042829e-05,1.994385210008186e-05,155908167,26023057,236287
Cancer (SRR),12485,1.1429805341756087e-05,1.994385210008186e-05,155908167,26023057,236287
Cancer (SRR),12486,1.1397735180864514e-05,1.990542463938806e-05,155908167,26023057,236287
Cancer (SRR),12487,1.1391321148686201e-05,1.990542463938806e-05,155908167,26023057,236287
Cancer (SRR),12488,1.1391321148686201e-05,1.990542463938806e-05,155908167,26023057,236287
Cancer (SRR),12489,1.1378493084329572e-05,1.990542463938806e-05,155908167,26023057,236287
Cancer (SRR),12490,1.1384907116507887e-05,1.994385210008186e-05,155908167,26023057,236287
Cancer (SRR),12491,1.1397735180864514e-05,1.990542463938806e-05,155908167,26023057,236287
Cancer (SRR),12492,1.1391321148686201e-05,1.990542463938806e-05,155908167,26023057,236287
Cancer (SRR),12493,1.1404149213042829e-05,1.998227956077566e-05,155908167,26023057,236287
Cancer (SRR),12494,1.1404149213042829e-05,1.9866997178694265e-05,155908167,26023057,236287
Cancer (SRR),12495,1.1378493084329572e-05,1.990542463938806e-05,155908167,26023057,236287
Cancer (SRR),12496,1.1372079052151258e-05,1.994385210008186e-05,155908167,26023057,236287
Cancer (SRR),12497,1.1333594859081372e-05,1.998227956077566e-05,155908167,26023057,236287
Cancer (SRR),12498,1.1346422923438001e-05,1.994385210008186e-05,155908167,26023057,236287
Cancer (SRR),12499,1.1340008891259687e-05,1.998227956077566e-05,155908167,26023057,236287
Cancer (SRR),12500,1.1340008891259687e-05,1.998227956077566e-05,155908167,26023057,236287
Cancer (SRR),12501,1.1346422923438001e-05,1.990542463938806e-05,155908167,26023057,236287
Cancer (SRR),12502,1.1346422923438001e-05,1.994385210008186e-05,155908167,26023057,236287
Cancer (SRR),12503,1.1340008891259687e-05,1.998227956077566e-05,155908167,26023057,236287
Cancer (SRR),12504,1.1333594859081372e-05,1.998227956077566e-05,155908167,26023057,236287
Cancer (SRR),12505,1.1352836955616314e-05,1.9866997178694265e-05,155908167,26023057,236287
Cancer (SRR),12506,1.1333594859081372e-05,1.9866997178694265e-05,155908167,26023057,236287
Cancer (SRR),12507,1.1327180826903058e-05,1.998227956077566e-05,155908167,26023057,236287
Cancer (SRR),12508,1.1307938730368114e-05,1.998227956077566e-05,155908167,26023057,236287
Cancer (SRR),12509,1.1314352762546429e-05,1.9866997178694265e-05,155908167,26023057,236287
Cancer (SRR),12510,1.1307938730368114e-05,1.9866997178694265e-05,155908167,26023057,236287
Cancer (SRR),12511,1.1314352762546429e-05,1.9751714796612865e-05,155908167,26023057,236287
Cancer (SRR),12512,1.1307938730368114e-05,1.9636432414531468e-05,155908167,26023057,236287
Cancer (SRR),12513,1.1295110666011487e-05,1.9713287335919065e-05,155908167,26023057,236287
Cancer (SRR),12514,1.1288696633833172e-05,1.9790142257306665e-05,155908167,26023057,236287
Cancer (SRR),12515,1.1288696633833172e-05,1.9790142257306665e-05,155908167,26023057,236287
Cancer (SRR),12516,1.1288696633833172e-05,1.9790142257306665e-05,155908167,26023057,236287
Cancer (SRR),12517,1.1275868569476543e-05,1.9828569718000465e-05,155908167,26023057,236287
Cancer (SRR),12518,1.1269454537298228e-05,1.9674859875225268e-05,155908167,26023057,236287
Cancer (SRR),12519,1.1256626472941601e-05,1.9559577493143868e-05,155908167,26023057,236287
Cancer (SRR),12520,1.1243798408584972e-05,1.9559577493143868e-05,155908167,26023057,236287
Cancer (SRR),12521,1.1224556312050028e-05,1.9598004953837668e-05,155908167,26023057,236287
Cancer (SRR),12522,1.1224556312050028e-05,1.9559577493143868e-05,155908167,26023057,236287
Cancer (SRR),12523,1.1186072118980143e-05,1.9598004953837668e-05,155908167,26023057,236287
Cancer (SRR),12524,1.1179658086801828e-05,1.9598004953837668e-05,155908167,26023057,236287
Cancer (SRR),12525,1.1186072118980143e-05,1.9598004953837668e-05,155908167,26023057,236287
Cancer (SRR),12526,1.1205314215515086e-05,1.948272257175627e-05,155908167,26023057,236287
Cancer (SRR),12527,1.1186072118980143e-05,1.948272257175627e-05,155908167,26023057,236287
Cancer (SRR),12528,1.1179658086801828e-05,1.9559577493143868e-05,155908167,26023057,236287
Cancer (SRR),12529,1.1192486151158457e-05,1.9559577493143868e-05,155908167,26023057,236287
Cancer (SRR),12530,1.1179658086801828e-05,1.9559577493143868e-05,155908167,26023057,236287
Cancer (SRR),12531,1.1173244054623514e-05,1.9636432414531468e-05,155908167,26023057,236287
Cancer (SRR),12532,1.1173244054623514e-05,1.9598004953837668e-05,155908167,26023057,236287
Cancer (SRR),12533,1.1154001958088572e-05,1.9636432414531468e-05,155908167,26023057,236287
Cancer (SRR),12534,1.1154001958088572e-05,1.9559577493143868e-05,155908167,26023057,236287
Cancer (SRR),12535,1.1160415990266886e-05,1.9559577493143868e-05,155908167,26023057,236287
Cancer (SRR),12536,1.1160415990266886e-05,1.9636432414531468e-05,155908167,26023057,236287
Cancer (SRR),12537,1.1160415990266886e-05,1.9636432414531468e-05,155908167,26023057,236287
Cancer (SRR),12538,1.1147587925910257e-05,1.9559577493143868e-05,155908167,26023057,236287
Cancer (SRR),12539,1.1147587925910257e-05,1.9521150032450068e-05,155908167,26023057,236287
Cancer (SRR),12540,1.1147587925910257e-05,1.9521150032450068e-05,155908167,26023057,236287
Cancer (SRR),12541,1.1121931797197e-05,1.944429511106247e-05,155908167,26023057,236287
Cancer (SRR),12542,1.1128345829375313e-05,1.948272257175627e-05,155908167,26023057,236287
Cancer (SRR),12543,1.1115517765018686e-05,1.936744018967487e-05,155908167,26023057,236287
Cancer (SRR),12544,1.1109103732840372e-05,1.940586765036867e-05,155908167,26023057,236287
Cancer (SRR),12545,1.1121931797197e-05,1.940586765036867e-05,155908167,26023057,236287
Cancer (SRR),12546,1.1121931797197e-05,1.940586765036867e-05,155908167,26023057,236287
Cancer (SRR),12547,1.1128345829375313e-05,1.936744018967487e-05,155908167,26023057,236287
Cancer (SRR),12548,1.1134759861553628e-05,1.932901272898107e-05,155908167,26023057,236287
Cancer (SRR),12549,1.1134759861553628e-05,1.9175302886205874e-05,155908167,26023057,236287
Cancer (SRR),12550,1.1154001958088572e-05,1.9098447964818278e-05,155908167,26023057,236287
Cancer (SRR),12551,1.1147587925910257e-05,1.9060020504124478e-05,155908167,26023057,236287
Cancer (SRR),12552,1.1134759861553628e-05,1.886788320065548e-05,155908167,26023057,236287
Cancer (SRR),12553,1.1160415990266886e-05,1.882945573996168e-05,155908167,26023057,236287
Cancer (SRR),12554,1.1147587925910257e-05,1.875260081857408e-05,155908167,26023057,236287
Cancer (SRR),12555,1.1147587925910257e-05,1.8714173357880284e-05,155908167,26023057,236287
Cancer (SRR),12556,1.1160415990266886e-05,1.8637318436492684e-05,155908167,26023057,236287
Cancer (SRR),12557,1.1147587925910257e-05,1.8675745897186484e-05,155908167,26023057,236287
Cancer (SRR),12558,1.1160415990266886e-05,1.8637318436492684e-05,155908167,26023057,236287
Cancer (SRR),12559,1.1154001958088572e-05,1.8598890975798884e-05,155908167,26023057,236287
Cancer (SRR),12560,1.1134759861553628e-05,1.8483608593717487e-05,155908167,26023057,236287
Cancer (SRR),12561,1.1121931797197e-05,1.8445181133023687e-05,155908167,26023057,236287
Cancer (SRR),12562,1.1134759861553628e-05,1.8483608593717487e-05,155908167,26023057,236287
Cancer (SRR),12563,1.1134759861553628e-05,1.8406753672329887e-05,155908167,26023057,236287
Cancer (SRR),12564,1.1134759861553628e-05,1.8368326211636087e-05,155908167,26023057,236287
Cancer (SRR),12565,1.1128345829375313e-05,1.8406753672329887e-05,155908167,26023057,236287
Cancer (SRR),12566,1.1147587925910257e-05,1.8368326211636087e-05,155908167,26023057,236287
Cancer (SRR),12567,1.1154001958088572e-05,1.8368326211636087e-05,155908167,26023057,236287
Cancer (SRR),12568,1.1154001958088572e-05,1.832989875094229e-05,155908167,26023057,236287
Cancer (SRR),12569,1.1147587925910257e-05,1.829147129024849e-05,155908167,26023057,236287
Cancer (SRR),12570,1.1147587925910257e-05,1.829147129024849e-05,155908167,26023057,236287
Cancer (SRR),12571,1.11668300224452e-05,1.829147129024849e-05,155908167,26023057,236287
Cancer (SRR),12572,1.1154001958088572e-05,1.829147129024849e-05,155908167,26023057,236287
Cancer (SRR),12573,1.11668300224452e-05,1.832989875094229e-05,155908167,26023057,236287
Cancer (SRR),12574,1.1160415990266886e-05,1.829147129024849e-05,155908167,26023057,236287
Cancer (SRR),12575,1.1128345829375313e-05,1.8137761447473294e-05,155908167,26023057,236287
Cancer (SRR),12576,1.1128345829375313e-05,1.8060906526085694e-05,155908167,26023057,236287
Cancer (SRR),12577,1.1121931797197e-05,1.8099333986779494e-05,155908167,26023057,236287
Cancer (SRR),12578,1.1096275668483742e-05,1.8137761447473294e-05,155908167,26023057,236287
Cancer (SRR),12579,1.1096275668483742e-05,1.817618890816709e-05,155908167,26023057,236287
Cancer (SRR),12580,1.1102689700662057e-05,1.825304382955469e-05,155908167,26023057,236287
Cancer (SRR),12581,1.1109103732840372e-05,1.821461636886089e-05,155908167,26023057,236287
Cancer (SRR),12582,1.1102689700662057e-05,1.817618890816709e-05,155908167,26023057,236287
Cancer (SRR),12583,1.1102689700662057e-05,1.8137761447473294e-05,155908167,26023057,236287
Cancer (SRR),12584,1.1089861636305428e-05,1.8099333986779494e-05,155908167,26023057,236287
Cancer (SRR),12585,1.1083447604127113e-05,1.8099333986779494e-05,155908167,26023057,236287
Cancer (SRR),12586,1.1096275668483742e-05,1.8060906526085694e-05,155908167,26023057,236287
Cancer (SRR),12587,1.1089861636305428e-05,1.8060906526085694e-05,155908167,26023057,236287
Cancer (SRR),12588,1.1070619539770486e-05,1.8060906526085694e-05,155908167,26023057,236287
Cancer (SRR),12589,1.1083447604127113e-05,1.8022479065391894e-05,155908167,26023057,236287
Cancer (SRR),12590,1.1089861636305428e-05,1.8022479065391894e-05,155908167,26023057,236287
Cancer (SRR),12591,1.1109103732840372e-05,1.7907196683310497e-05,155908167,26023057,236287
Cancer (SRR),12592,1.1115517765018686e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12593,1.1070619539770486e-05,1.76766319191477e-05,155908167,26023057,236287
Cancer (SRR),12594,1.1083447604127113e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12595,1.10770335719488e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12596,1.1057791475413857e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12597,1.1070619539770486e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12598,1.1038549378878913e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12599,1.1038549378878913e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12600,1.1025721314522286e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12601,1.10321353467006e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12602,1.1038549378878913e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12603,1.1000065185809028e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12604,1.1006479217987342e-05,1.76766319191477e-05,155908167,26023057,236287
Cancer (SRR),12605,1.1012893250165657e-05,1.76766319191477e-05,155908167,26023057,236287
Cancer (SRR),12606,1.1000065185809028e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12607,1.0980823089274086e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12608,1.0980823089274086e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12609,1.0980823089274086e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12610,1.0967995024917457e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12611,1.0967995024917457e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12612,1.0980823089274086e-05,1.7868769222616697e-05,155908167,26023057,236287
Cancer (SRR),12613,1.0980823089274086e-05,1.7907196683310497e-05,155908167,26023057,236287
Cancer (SRR),12614,1.0980823089274086e-05,1.7830341761922897e-05,155908167,26023057,236287
Cancer (SRR),12615,1.0974409057095771e-05,1.7830341761922897e-05,155908167,26023057,236287
Cancer (SRR),12616,1.0974409057095771e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12617,1.0980823089274086e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12618,1.0993651153630715e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12619,1.0980823089274086e-05,1.76766319191477e-05,155908167,26023057,236287
Cancer (SRR),12620,1.0974409057095771e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12621,1.0955166960560827e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12622,1.0967995024917457e-05,1.76766319191477e-05,155908167,26023057,236287
Cancer (SRR),12623,1.0961580992739142e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12624,1.0961580992739142e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12625,1.0948752928382515e-05,1.76382044584539e-05,155908167,26023057,236287
Cancer (SRR),12626,1.0955166960560827e-05,1.76766319191477e-05,155908167,26023057,236287
Cancer (SRR),12627,1.0967995024917457e-05,1.76382044584539e-05,155908167,26023057,236287
Cancer (SRR),12628,1.0961580992739142e-05,1.76382044584539e-05,155908167,26023057,236287
Cancer (SRR),12629,1.0955166960560827e-05,1.7484494615678703e-05,155908167,26023057,236287
Cancer (SRR),12630,1.0961580992739142e-05,1.75997769977601e-05,155908167,26023057,236287
Cancer (SRR),12631,1.0974409057095771e-05,1.75997769977601e-05,155908167,26023057,236287
Cancer (SRR),12632,1.09872371214524e-05,1.75997769977601e-05,155908167,26023057,236287
Cancer (SRR),12633,1.0993651153630715e-05,1.7561349537066304e-05,155908167,26023057,236287
Cancer (SRR),12634,1.0980823089274086e-05,1.7561349537066304e-05,155908167,26023057,236287
Cancer (SRR),12635,1.0980823089274086e-05,1.7484494615678703e-05,155908167,26023057,236287
Cancer (SRR),12636,1.09872371214524e-05,1.7522922076372504e-05,155908167,26023057,236287
Cancer (SRR),12637,1.09872371214524e-05,1.75997769977601e-05,155908167,26023057,236287
Cancer (SRR),12638,1.09872371214524e-05,1.76382044584539e-05,155908167,26023057,236287
Cancer (SRR),12639,1.0993651153630715e-05,1.76382044584539e-05,155908167,26023057,236287
Cancer (SRR),12640,1.0980823089274086e-05,1.76382044584539e-05,155908167,26023057,236287
Cancer (SRR),12641,1.0980823089274086e-05,1.76382044584539e-05,155908167,26023057,236287
Cancer (SRR),12642,1.09872371214524e-05,1.76382044584539e-05,155908167,26023057,236287
Cancer (SRR),12643,1.0993651153630715e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12644,1.1000065185809028e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12645,1.0980823089274086e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12646,1.09872371214524e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12647,1.0967995024917457e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12648,1.0980823089274086e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12649,1.0967995024917457e-05,1.76382044584539e-05,155908167,26023057,236287
Cancer (SRR),12650,1.0974409057095771e-05,1.7561349537066304e-05,155908167,26023057,236287
Cancer (SRR),12651,1.0955166960560827e-05,1.7561349537066304e-05,155908167,26023057,236287
Cancer (SRR),12652,1.0961580992739142e-05,1.7522922076372504e-05,155908167,26023057,236287
Cancer (SRR),12653,1.09423388962042e-05,1.7522922076372504e-05,155908167,26023057,236287
Cancer (SRR),12654,1.09423388962042e-05,1.7522922076372504e-05,155908167,26023057,236287
Cancer (SRR),12655,1.0955166960560827e-05,1.7484494615678703e-05,155908167,26023057,236287
Cancer (SRR),12656,1.0929510831847571e-05,1.7484494615678703e-05,155908167,26023057,236287
Cancer (SRR),12657,1.0948752928382515e-05,1.7484494615678703e-05,155908167,26023057,236287
Cancer (SRR),12658,1.09423388962042e-05,1.7446067154984903e-05,155908167,26023057,236287
Cancer (SRR),12659,1.0929510831847571e-05,1.7522922076372504e-05,155908167,26023057,236287
Cancer (SRR),12660,1.0935924864025886e-05,1.7522922076372504e-05,155908167,26023057,236287
Cancer (SRR),12661,1.09423388962042e-05,1.7522922076372504e-05,155908167,26023057,236287
Cancer (SRR),12662,1.0929510831847571e-05,1.7522922076372504e-05,155908167,26023057,236287
Cancer (SRR),12663,1.0916682767490942e-05,1.7484494615678703e-05,155908167,26023057,236287
Cancer (SRR),12664,1.0903854703134314e-05,1.7484494615678703e-05,155908167,26023057,236287
Cancer (SRR),12665,1.0891026638777685e-05,1.7446067154984903e-05,155908167,26023057,236287
Cancer (SRR),12666,1.0897440670956e-05,1.7522922076372504e-05,155908167,26023057,236287
Cancer (SRR),12667,1.0916682767490942e-05,1.7484494615678703e-05,155908167,26023057,236287
Cancer (SRR),12668,1.0916682767490942e-05,1.7522922076372504e-05,155908167,26023057,236287
Cancer (SRR),12669,1.088461260659937e-05,1.7522922076372504e-05,155908167,26023057,236287
Cancer (SRR),12670,1.0878198574421056e-05,1.7561349537066304e-05,155908167,26023057,236287
Cancer (SRR),12671,1.0891026638777685e-05,1.76382044584539e-05,155908167,26023057,236287
Cancer (SRR),12672,1.0878198574421056e-05,1.76382044584539e-05,155908167,26023057,236287
Cancer (SRR),12673,1.088461260659937e-05,1.76766319191477e-05,155908167,26023057,236287
Cancer (SRR),12674,1.0871784542242742e-05,1.76766319191477e-05,155908167,26023057,236287
Cancer (SRR),12675,1.0878198574421056e-05,1.76766319191477e-05,155908167,26023057,236287
Cancer (SRR),12676,1.0865370510064427e-05,1.76382044584539e-05,155908167,26023057,236287
Cancer (SRR),12677,1.0858956477886114e-05,1.75997769977601e-05,155908167,26023057,236287
Cancer (SRR),12678,1.0858956477886114e-05,1.76766319191477e-05,155908167,26023057,236287
Cancer (SRR),12679,1.0858956477886114e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12680,1.0858956477886114e-05,1.76766319191477e-05,155908167,26023057,236287
Cancer (SRR),12681,1.0865370510064427e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12682,1.0846128413529485e-05,1.7830341761922897e-05,155908167,26023057,236287
Cancer (SRR),12683,1.0833300349172856e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12684,1.0826886316994542e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12685,1.083971438135117e-05,1.7868769222616697e-05,155908167,26023057,236287
Cancer (SRR),12686,1.0833300349172856e-05,1.7907196683310497e-05,155908167,26023057,236287
Cancer (SRR),12687,1.0820472284816227e-05,1.7868769222616697e-05,155908167,26023057,236287
Cancer (SRR),12688,1.08076442204596e-05,1.7868769222616697e-05,155908167,26023057,236287
Cancer (SRR),12689,1.08076442204596e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12690,1.0788402123924656e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12691,1.0801230188281285e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12692,1.0781988091746341e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12693,1.0788402123924656e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12694,1.079481615610297e-05,1.76766319191477e-05,155908167,26023057,236287
Cancer (SRR),12695,1.0788402123924656e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12696,1.074991793085477e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12697,1.0743503898676456e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12698,1.07627459952114e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12699,1.07627459952114e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12700,1.07627459952114e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12701,1.0756331963033085e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12702,1.0730675834319827e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12703,1.0737089866498141e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12704,1.0737089866498141e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12705,1.0737089866498141e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12706,1.0724261802141514e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12707,1.0730675834319827e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12708,1.07178477699632e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12709,1.0698605673428256e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12710,1.0698605673428256e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12711,1.0672949544715e-05,1.7830341761922897e-05,155908167,26023057,236287
Cancer (SRR),12712,1.0672949544715e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12713,1.0685777609071627e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12714,1.0692191641249941e-05,1.77534868405353e-05,155908167,26023057,236287
Cancer (SRR),12715,1.0685777609071627e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12716,1.0679363576893314e-05,1.77150593798415e-05,155908167,26023057,236287
Cancer (SRR),12717,1.0672949544715e-05,1.7830341761922897e-05,155908167,26023057,236287
Cancer (SRR),12718,1.0679363576893314e-05,1.7868769222616697e-05,155908167,26023057,236287
Cancer (SRR),12719,1.0679363576893314e-05,1.7830341761922897e-05,155908167,26023057,236287
Cancer (SRR),12720,1.0666535512536685e-05,1.7868769222616697e-05,155908167,26023057,236287
Cancer (SRR),12721,1.0653707448180056e-05,1.7830341761922897e-05,155908167,26023057,236287
Cancer (SRR),12722,1.066012148035837e-05,1.7791914301229097e-05,155908167,26023057,236287
Cancer (SRR),12723,1.0666535512536685e-05,1.7830341761922897e-05,155908167,26023057,236287
Cancer (SRR),12724,1.0647293416001741e-05,1.7907196683310497e-05,155908167,26023057,236287
Cancer (SRR),12725,1.0634465351645114e-05,1.7830341761922897e-05,155908167,26023057,236287
Cancer (SRR),12726,1.0621637287288485e-05,1.7868769222616697e-05,155908167,26023057,236287
